"                                                                                                                                                        Address: An Der Ochsenwiese  3
                                                                                                                                                            55124 Mainz, GERMANY
                                                                                                                                                            Email: sales@gemahvoip.de
                                                                                                                                                            Website: www.gemahvoip.de
                                                                                                                                                            Telephone: +49 6131 488 3951",,,"STANDARD PRICELIST                                                               All prices mentioned in this pricelist are exclusive of VAT. All destinations billing increment 1/1.                 Haiti, Kiribati, Mexico, Nauru, Niue, Papua New Guinea, Samoa, Suriname, Tonga, Vanuatu - 60/60                                                                 Gambia - 60/1                                                                Effective from 21 March 2017",,
France Fixed OLO Zone 1,3324609,0.0039,1,1,00
France Fixed OLO Zone 1,3324608,0.0039,1,1,00
France Fixed OLO Zone 1,3324607,0.0039,1,1,00
France Fixed OLO Zone 1,3324606,0.0039,1,1,00
France Fixed OLO Zone 1,3324605,0.0039,1,1,00
France Fixed OLO Zone 1,3324602,0.0039,1,1,00
France Fixed OLO Zone 1,3324601,0.0039,1,1,00
France Fixed OLO Zone 1,3324600,0.0039,1,1,00
France Fixed OLO Zone 1,332459,0.0039,1,1,00
France Fixed OLO Zone 1,332458,0.0039,1,1,00
France Fixed OLO Zone 1,3324579,0.0039,1,1,00
France Fixed OLO Zone 1,3324578,0.0039,1,1,00
France Fixed OLO Zone 1,3324493,0.0039,1,1,00
France Fixed OLO Zone 1,3324548,0.0039,1,1,00
France Fixed OLO Zone 1,3324530,0.0039,1,1,00
France Fixed OLO Zone 1,3324516,0.0039,1,1,00
France Fixed OLO Zone 1,3324515,0.0039,1,1,00
France Fixed OLO Zone 1,3324514,0.0039,1,1,00
France Fixed OLO Zone 1,3324513,0.0039,1,1,00
France Fixed OLO Zone 1,3324512,0.0039,1,1,00
France Fixed OLO Zone 1,3324511,0.0039,1,1,00
France Fixed OLO Zone 1,3324510,0.0039,1,1,00
France Fixed OLO Zone 1,332450,0.0039,1,1,00
France Fixed OLO Zone 1,3324498,0.0039,1,1,00
France Fixed OLO Zone 1,3324497,0.0039,1,1,00
France Fixed OLO Zone 1,3324496,0.0039,1,1,00
France Fixed OLO Zone 1,3324495,0.0039,1,1,00
France Fixed OLO Zone 1,3324547,0.0039,1,1,00
France Fixed OLO Zone 1,3323088,0.0039,1,1,00
France Fixed OLO Zone 1,3324459,0.0039,1,1,00
France Fixed OLO Zone 1,3323085,0.0039,1,1,00
France Fixed OLO Zone 1,332141,0.0039,1,1,00
France Fixed OLO Zone 1,332140,0.0039,1,1,00
France Fixed OLO Zone 1,332049,0.0039,1,1,00
France Fixed OLO Zone 1,332048,0.0039,1,1,00
France Fixed OLO Zone 1,332047,0.0039,1,1,00
France Fixed OLO Zone 1,332046,0.0039,1,1,00
France Fixed OLO Zone 1,332045,0.0039,1,1,00
France Fixed OLO Zone 1,3320449,0.0039,1,1,00
France Fixed OLO Zone 1,3320448,0.0039,1,1,00
France Fixed OLO Zone 1,3320447,0.0039,1,1,00
France Fixed OLO Zone 1,3320446,0.0039,1,1,00
France Fixed OLO Zone 1,3320445,0.0039,1,1,00
France Fixed OLO Zone 1,3320443,0.0039,1,1,00
France Fixed OLO Zone 1,3320442,0.0039,1,1,00
France Fixed OLO Zone 1,3320441,0.0039,1,1,00
France Fixed OLO Zone 1,3320440,0.0039,1,1,00
France Fixed OLO Zone 1,332043,0.0039,1,1,00
France Fixed OLO Zone 1,332042,0.0039,1,1,00
France Fixed OLO Zone 1,332041,0.0039,1,1,00
France Fixed OLO Zone 1,332040,0.0039,1,1,00
France Fixed OLO Zone 1,332039,0.0039,1,1,00
France Fixed OLO Zone 1,332038,0.0039,1,1,00
France Fixed OLO Zone 1,332037,0.0039,1,1,00
France Fixed OLO Zone 1,332036,0.0039,1,1,00
France Fixed OLO Zone 1,332035,0.0039,1,1,00
France Fixed OLO Zone 1,3320349,0.0039,1,1,00
France Fixed OLO Zone 1,3320348,0.0039,1,1,00
France Fixed OLO Zone 1,3321420,0.0039,1,1,00
France Fixed OLO Zone 1,3321421,0.0039,1,1,00
France Fixed OLO Zone 1,3321439,0.0039,1,1,00
France Fixed OLO Zone 1,3321440,0.0039,1,1,00
France Fixed OLO Zone 1,3321477,0.0039,1,1,00
France Fixed OLO Zone 1,3321476,0.0039,1,1,00
France Fixed OLO Zone 1,3321475,0.0039,1,1,00
France Fixed OLO Zone 1,3321474,0.0039,1,1,00
France Fixed OLO Zone 1,3321473,0.0039,1,1,00
France Fixed OLO Zone 1,3321469,0.0039,1,1,00
France Fixed OLO Zone 1,3321468,0.0039,1,1,00
France Fixed OLO Zone 1,3321467,0.0039,1,1,00
France Fixed OLO Zone 1,3321466,0.0039,1,1,00
France Fixed OLO Zone 1,3321465,0.0039,1,1,00
France Fixed OLO Zone 1,3321464,0.0039,1,1,00
France Fixed OLO Zone 1,3321463,0.0039,1,1,00
France Fixed OLO Zone 1,3321462,0.0039,1,1,00
France Fixed OLO Zone 1,3320347,0.0039,1,1,00
France Fixed OLO Zone 1,3321459,0.0039,1,1,00
France Fixed OLO Zone 1,3321457,0.0039,1,1,00
France Fixed OLO Zone 1,3321456,0.0039,1,1,00
France Fixed OLO Zone 1,3321454,0.0039,1,1,00
France Fixed OLO Zone 1,3321453,0.0039,1,1,00
France Fixed OLO Zone 1,3321452,0.0039,1,1,00
France Fixed OLO Zone 1,3321451,0.0039,1,1,00
France Fixed OLO Zone 1,3321449,0.0039,1,1,00
France Fixed OLO Zone 1,3321448,0.0039,1,1,00
France Fixed OLO Zone 1,3321447,0.0039,1,1,00
France Fixed OLO Zone 1,3321446,0.0039,1,1,00
France Fixed OLO Zone 1,3321445,0.0039,1,1,00
France Fixed OLO Zone 1,3321444,0.0039,1,1,00
France Fixed OLO Zone 1,3321443,0.0039,1,1,00
France Fixed OLO Zone 1,3321458,0.0039,1,1,00
France Fixed OLO Zone 1,3320346,0.0039,1,1,00
France Fixed OLO Zone 1,3320345,0.0039,1,1,00
France Fixed OLO Zone 1,3320343,0.0039,1,1,00
France Fixed OLO Zone 1,332019,0.0039,1,1,00
France Fixed OLO Zone 1,332018,0.0039,1,1,00
France Fixed OLO Zone 1,3320165,0.0039,1,1,00
France Fixed OLO Zone 1,3320164,0.0039,1,1,00
France Fixed OLO Zone 1,3320163,0.0039,1,1,00
France Fixed OLO Zone 1,3320162,0.0039,1,1,00
France Fixed OLO Zone 1,3320161,0.0039,1,1,00
France Fixed OLO Zone 1,3320160,0.0039,1,1,00
France Fixed OLO Zone 1,332015,0.0039,1,1,00
France Fixed OLO Zone 1,3320149,0.0039,1,1,00
France Fixed OLO Zone 1,3320148,0.0039,1,1,00
France Fixed OLO Zone 1,3320147,0.0039,1,1,00
France Fixed OLO Zone 1,3320146,0.0039,1,1,00
France Fixed OLO Zone 1,332020,0.0039,1,1,00
France Fixed OLO Zone 1,3320145,0.0039,1,1,00
France Fixed OLO Zone 1,3320142,0.0039,1,1,00
France Fixed OLO Zone 1,3320141,0.0039,1,1,00
France Fixed OLO Zone 1,3320140,0.0039,1,1,00
France Fixed OLO Zone 1,332013,0.0039,1,1,00
France Fixed OLO Zone 1,332012,0.0039,1,1,00
France Fixed OLO Zone 1,332011,0.0039,1,1,00
France Fixed OLO Zone 1,332010,0.0039,1,1,00
France Fixed OLO Zone 1,332009,0.0039,1,1,00
France Fixed OLO Zone 1,332008,0.0039,1,1,00
France Fixed OLO Zone 1,3320077,0.0039,1,1,00
France Fixed OLO Zone 1,3323086,0.0039,1,1,00
France Fixed OLO Zone 1,3320076,0.0039,1,1,00
France Fixed OLO Zone 1,3320075,0.0039,1,1,00
France Fixed OLO Zone 1,3320143,0.0039,1,1,00
France Fixed OLO Zone 1,3321478,0.0039,1,1,00
France Fixed OLO Zone 1,332021,0.0039,1,1,00
France Fixed OLO Zone 1,332023,0.0039,1,1,00
France Fixed OLO Zone 1,3320342,0.0039,1,1,00
France Fixed OLO Zone 1,3320341,0.0039,1,1,00
France Fixed OLO Zone 1,3320340,0.0039,1,1,00
France Fixed OLO Zone 1,332032,0.0039,1,1,00
France Fixed OLO Zone 1,332031,0.0039,1,1,00
France Fixed OLO Zone 1,332030,0.0039,1,1,00
France Fixed OLO Zone 1,332029,0.0039,1,1,00
France Fixed OLO Zone 1,332028,0.0039,1,1,00
France Fixed OLO Zone 1,332027,0.0039,1,1,00
France Fixed OLO Zone 1,3320269,0.0039,1,1,00
France Fixed OLO Zone 1,3320268,0.0039,1,1,00
France Fixed OLO Zone 1,3320267,0.0039,1,1,00
France Fixed OLO Zone 1,3320265,0.0039,1,1,00
France Fixed OLO Zone 1,332022,0.0039,1,1,00
France Fixed OLO Zone 1,3320264,0.0039,1,1,00
France Fixed OLO Zone 1,3320262,0.0039,1,1,00
France Fixed OLO Zone 1,3320261,0.0039,1,1,00
France Fixed OLO Zone 1,3320260,0.0039,1,1,00
France Fixed OLO Zone 1,332025,0.0039,1,1,00
France Fixed OLO Zone 1,3320249,0.0039,1,1,00
France Fixed OLO Zone 1,3320248,0.0039,1,1,00
France Fixed OLO Zone 1,3320247,0.0039,1,1,00
France Fixed OLO Zone 1,3320246,0.0039,1,1,00
France Fixed OLO Zone 1,3320245,0.0039,1,1,00
France Fixed OLO Zone 1,3320243,0.0039,1,1,00
France Fixed OLO Zone 1,3320242,0.0039,1,1,00
France Fixed OLO Zone 1,3320241,0.0039,1,1,00
France Fixed OLO Zone 1,3320240,0.0039,1,1,00
France Fixed OLO Zone 1,3320263,0.0039,1,1,00
France Fixed OLO Zone 1,3321479,0.0039,1,1,00
France Fixed OLO Zone 1,332033,0.0039,1,1,00
France Fixed OLO Zone 1,3321482,0.0039,1,1,00
France Fixed OLO Zone 1,3322285,0.0039,1,1,00
France Fixed OLO Zone 1,3322284,0.0039,1,1,00
France Fixed OLO Zone 1,3322283,0.0039,1,1,00
France Fixed OLO Zone 1,3322282,0.0039,1,1,00
France Fixed OLO Zone 1,3322281,0.0039,1,1,00
France Fixed OLO Zone 1,3322280,0.0039,1,1,00
France Fixed OLO Zone 1,3322279,0.0039,1,1,00
France Fixed OLO Zone 1,3322278,0.0039,1,1,00
France Fixed OLO Zone 1,332226,0.0039,1,1,00
France Fixed OLO Zone 1,3322259,0.0039,1,1,00
France Fixed OLO Zone 1,3322258,0.0039,1,1,00
France Fixed OLO Zone 1,3322257,0.0039,1,1,00
France Fixed OLO Zone 1,3322256,0.0039,1,1,00
France Fixed OLO Zone 1,3322255,0.0039,1,1,00
France Fixed OLO Zone 1,3322254,0.0039,1,1,00
France Fixed OLO Zone 1,332224,0.0039,1,1,00
France Fixed OLO Zone 1,3322239,0.0039,1,1,00
France Fixed OLO Zone 1,3322238,0.0039,1,1,00
France Fixed OLO Zone 1,3322237,0.0039,1,1,00
France Fixed OLO Zone 1,3322236,0.0039,1,1,00
France Fixed OLO Zone 1,3322234,0.0039,1,1,00
France Fixed OLO Zone 1,3322232,0.0039,1,1,00
France Fixed OLO Zone 1,3322231,0.0039,1,1,00
France Fixed OLO Zone 1,3322230,0.0039,1,1,00
France Fixed OLO Zone 1,3322228,0.0039,1,1,00
France Fixed OLO Zone 1,3322227,0.0039,1,1,00
France Fixed OLO Zone 1,3322226,0.0039,1,1,00
France Fixed OLO Zone 1,3322286,0.0039,1,1,00
France Fixed OLO Zone 1,3322287,0.0039,1,1,00
France Fixed OLO Zone 1,3322291,0.0039,1,1,00
France Fixed OLO Zone 1,3322292,0.0039,1,1,00
France Fixed OLO Zone 1,3323082,0.0039,1,1,00
France Fixed OLO Zone 1,332307,0.0039,1,1,00
France Fixed OLO Zone 1,3323083,0.0039,1,1,00
France Fixed OLO Zone 1,3321481,0.0039,1,1,00
France Fixed OLO Zone 1,332306,0.0039,1,1,00
France Fixed OLO Zone 1,3323059,0.0039,1,1,00
France Fixed OLO Zone 1,3323058,0.0039,1,1,00
France Fixed OLO Zone 1,3323057,0.0039,1,1,00
France Fixed OLO Zone 1,3323056,0.0039,1,1,00
France Fixed OLO Zone 1,3323032,0.0039,1,1,00
France Fixed OLO Zone 1,3323031,0.0039,1,1,00
France Fixed OLO Zone 1,3323030,0.0039,1,1,00
France Fixed OLO Zone 1,3323029,0.0039,1,1,00
France Fixed OLO Zone 1,3322225,0.0039,1,1,00
France Fixed OLO Zone 1,3323028,0.0039,1,1,00
France Fixed OLO Zone 1,3323026,0.0039,1,1,00
France Fixed OLO Zone 1,3323025,0.0039,1,1,00
France Fixed OLO Zone 1,3323009,0.0039,1,1,00
France Fixed OLO Zone 1,3323008,0.0039,1,1,00
France Fixed OLO Zone 1,3323007,0.0039,1,1,00
France Fixed OLO Zone 1,3323006,0.0039,1,1,00
France Fixed OLO Zone 1,3323005,0.0039,1,1,00
France Fixed OLO Zone 1,3323004,0.0039,1,1,00
France Fixed OLO Zone 1,3323003,0.0039,1,1,00
France Fixed OLO Zone 1,3323002,0.0039,1,1,00
France Fixed OLO Zone 1,3323001,0.0039,1,1,00
France Fixed OLO Zone 1,3322294,0.0039,1,1,00
France Fixed OLO Zone 1,3322293,0.0039,1,1,00
France Fixed OLO Zone 1,3323027,0.0039,1,1,00
France Fixed OLO Zone 1,3322224,0.0039,1,1,00
France Fixed OLO Zone 1,3322290,0.0039,1,1,00
France Fixed OLO Zone 1,3322219,0.0039,1,1,00
France Fixed OLO Zone 1,3321870,0.0039,1,1,00
France Fixed OLO Zone 1,332186,0.0039,1,1,00
France Fixed OLO Zone 1,3321859,0.0039,1,1,00
France Fixed OLO Zone 1,3321858,0.0039,1,1,00
France Fixed OLO Zone 1,3321857,0.0039,1,1,00
France Fixed OLO Zone 1,3321856,0.0039,1,1,00
France Fixed OLO Zone 1,3321855,0.0039,1,1,00
France Fixed OLO Zone 1,3321854,0.0039,1,1,00
France Fixed OLO Zone 1,3321853,0.0039,1,1,00
France Fixed OLO Zone 1,3321852,0.0039,1,1,00
France Fixed OLO Zone 1,3321851,0.0039,1,1,00
France Fixed OLO Zone 1,3321483,0.0039,1,1,00
France Fixed OLO Zone 1,3321848,0.0039,1,1,00
France Fixed OLO Zone 1,3321871,0.0039,1,1,00
France Fixed OLO Zone 1,3321847,0.0039,1,1,00
France Fixed OLO Zone 1,3321838,0.0039,1,1,00
France Fixed OLO Zone 1,3321829,0.0039,1,1,00
France Fixed OLO Zone 1,3321828,0.0039,1,1,00
France Fixed OLO Zone 1,3321827,0.0039,1,1,00
France Fixed OLO Zone 1,3321813,0.0039,1,1,00
France Fixed OLO Zone 1,3321812,0.0039,1,1,00
France Fixed OLO Zone 1,3321811,0.0039,1,1,00
France Fixed OLO Zone 1,3321810,0.0039,1,1,00
France Fixed OLO Zone 1,332180,0.0039,1,1,00
France Fixed OLO Zone 1,3322221,0.0039,1,1,00
France Fixed OLO Zone 1,3321499,0.0039,1,1,00
France Fixed OLO Zone 1,3321494,0.0039,1,1,00
France Fixed OLO Zone 1,3321484,0.0039,1,1,00
France Fixed OLO Zone 1,3321846,0.0039,1,1,00
France Fixed OLO Zone 1,3321872,0.0039,1,1,00
France Fixed OLO Zone 1,3321849,0.0039,1,1,00
France Fixed OLO Zone 1,3321873,0.0039,1,1,00
France Fixed OLO Zone 1,3322217,0.0039,1,1,00
France Fixed OLO Zone 1,3322216,0.0039,1,1,00
France Fixed OLO Zone 1,3322215,0.0039,1,1,00
France Fixed OLO Zone 1,3322214,0.0039,1,1,00
France Fixed OLO Zone 1,3322213,0.0039,1,1,00
France Fixed OLO Zone 1,3322212,0.0039,1,1,00
France Fixed OLO Zone 1,3322209,0.0039,1,1,00
France Fixed OLO Zone 1,3322208,0.0039,1,1,00
France Fixed OLO Zone 1,3322218,0.0039,1,1,00
France Fixed OLO Zone 1,3321899,0.0039,1,1,00
France Fixed OLO Zone 1,3321898,0.0039,1,1,00
France Fixed OLO Zone 1,3321897,0.0039,1,1,00
France Fixed OLO Zone 1,3321895,0.0039,1,1,00
France Fixed OLO Zone 1,3321894,0.0039,1,1,00
France Fixed OLO Zone 1,3322207,0.0039,1,1,00
France Fixed OLO Zone 1,3321891,0.0039,1,1,00
France Fixed OLO Zone 1,3321875,0.0039,1,1,00
France Fixed OLO Zone 1,3321874,0.0039,1,1,00
France Fixed OLO Zone 1,3321892,0.0039,1,1,00
France Fixed OLO Zone 1,3321876,0.0039,1,1,00
France Fixed OLO Zone 1,3321878,0.0039,1,1,00
France Fixed OLO Zone 1,3321880,0.0039,1,1,00
France Fixed OLO Zone 1,3321877,0.0039,1,1,00
France Fixed OLO Zone 1,3321882,0.0039,1,1,00
France Fixed OLO Zone 1,3321886,0.0039,1,1,00
France Fixed OLO Zone 1,3321888,0.0039,1,1,00
France Fixed OLO Zone 1,3321889,0.0039,1,1,00
France Fixed OLO Zone 1,3321881,0.0039,1,1,00
France Fixed OLO Zone 2,3348994,0.0039,1,1,00
France Fixed OLO Zone 2,3348990,0.0039,1,1,00
France Fixed OLO Zone 2,3348992,0.0039,1,1,00
France Fixed OLO Zone 2,3350040,0.0039,1,1,00
France Fixed OLO Zone 2,3348989,0.0039,1,1,00
France Fixed OLO Zone 2,3348995,0.0039,1,1,00
France Fixed OLO Zone 2,335000,0.0039,1,1,00
France Fixed OLO Zone 2,3348997,0.0039,1,1,00
France Fixed OLO Zone 2,3348998,0.0039,1,1,00
France Fixed OLO Zone 2,3348999,0.0039,1,1,00
France Fixed OLO Zone 2,335001,0.0039,1,1,00
France Fixed OLO Zone 2,335002,0.0039,1,1,00
France Fixed OLO Zone 2,335003,0.0039,1,1,00
France Fixed OLO Zone 2,3348996,0.0039,1,1,00
France Fixed OLO Zone 2,3348984,0.0039,1,1,00
France Fixed OLO Zone 2,3348961,0.0039,1,1,00
France Fixed OLO Zone 2,3348979,0.0039,1,1,00
France Fixed OLO Zone 2,3348950,0.0039,1,1,00
France Fixed OLO Zone 2,3348951,0.0039,1,1,00
France Fixed OLO Zone 2,334893,0.0039,1,1,00
France Fixed OLO Zone 2,3348952,0.0039,1,1,00
France Fixed OLO Zone 2,3348953,0.0039,1,1,00
France Fixed OLO Zone 2,334894,0.0039,1,1,00
France Fixed OLO Zone 2,3348982,0.0039,1,1,00
France Fixed OLO Zone 2,3348966,0.0039,1,1,00
France Fixed OLO Zone 2,3348968,0.0039,1,1,00
France Fixed OLO Zone 2,3348971,0.0039,1,1,00
France Fixed OLO Zone 2,3348972,0.0039,1,1,00
France Fixed OLO Zone 2,3348974,0.0039,1,1,00
France Fixed OLO Zone 2,3348977,0.0039,1,1,00
France Fixed OLO Zone 2,3348978,0.0039,1,1,00
France Fixed OLO Zone 2,3348967,0.0039,1,1,00
France Fixed OLO Zone 2,3350041,0.0039,1,1,00
France Fixed OLO Zone 2,335011,0.0039,1,1,00
France Fixed OLO Zone 2,3350043,0.0039,1,1,00
France Fixed OLO Zone 2,3350075,0.0039,1,1,00
France Fixed OLO Zone 2,3350076,0.0039,1,1,00
France Fixed OLO Zone 2,3350077,0.0039,1,1,00
France Fixed OLO Zone 2,335008,0.0039,1,1,00
France Fixed OLO Zone 2,335009,0.0039,1,1,00
France Fixed OLO Zone 2,335010,0.0039,1,1,00
France Fixed OLO Zone 2,3350074,0.0039,1,1,00
France Fixed OLO Zone 2,335012,0.0039,1,1,00
France Fixed OLO Zone 2,3350140,0.0039,1,1,00
France Fixed OLO Zone 2,3350141,0.0039,1,1,00
France Fixed OLO Zone 2,3350145,0.0039,1,1,00
France Fixed OLO Zone 2,3348929,0.0039,1,1,00
France Fixed OLO Zone 2,3350142,0.0039,1,1,00
France Fixed OLO Zone 2,3350143,0.0039,1,1,00
France Fixed OLO Zone 2,335013,0.0039,1,1,00
France Fixed OLO Zone 2,3350042,0.0039,1,1,00
France Fixed OLO Zone 2,3350073,0.0039,1,1,00
France Fixed OLO Zone 2,3350071,0.0039,1,1,00
France Fixed OLO Zone 2,3350045,0.0039,1,1,00
France Fixed OLO Zone 2,3350046,0.0039,1,1,00
France Fixed OLO Zone 2,3350047,0.0039,1,1,00
France Fixed OLO Zone 2,3350048,0.0039,1,1,00
France Fixed OLO Zone 2,3350049,0.0039,1,1,00
France Fixed OLO Zone 2,335005,0.0039,1,1,00
France Fixed OLO Zone 2,3350072,0.0039,1,1,00
France Fixed OLO Zone 2,3350060,0.0039,1,1,00
France Fixed OLO Zone 2,3350062,0.0039,1,1,00
France Fixed OLO Zone 2,3350063,0.0039,1,1,00
France Fixed OLO Zone 2,3350064,0.0039,1,1,00
France Fixed OLO Zone 2,3350067,0.0039,1,1,00
France Fixed OLO Zone 2,3350068,0.0039,1,1,00
France Fixed OLO Zone 2,3350070,0.0039,1,1,00
France Fixed OLO Zone 2,3350061,0.0039,1,1,00
France Fixed OLO Zone 2,3348925,0.0039,1,1,00
France Fixed OLO Zone 2,3348808,0.0039,1,1,00
France Fixed OLO Zone 2,3348923,0.0039,1,1,00
France Fixed OLO Zone 2,3348823,0.0039,1,1,00
France Fixed OLO Zone 2,3348827,0.0039,1,1,00
France Fixed OLO Zone 2,3348829,0.0039,1,1,00
France Fixed OLO Zone 2,3348836,0.0039,1,1,00
France Fixed OLO Zone 2,3348837,0.0039,1,1,00
France Fixed OLO Zone 2,3348839,0.0039,1,1,00
France Fixed OLO Zone 2,3348822,0.0039,1,1,00
France Fixed OLO Zone 2,3348840,0.0039,1,1,00
France Fixed OLO Zone 2,3348842,0.0039,1,1,00
France Fixed OLO Zone 2,3348843,0.0039,1,1,00
France Fixed OLO Zone 2,3348844,0.0039,1,1,00
France Fixed OLO Zone 2,3348850,0.0039,1,1,00
France Fixed OLO Zone 2,3348854,0.0039,1,1,00
France Fixed OLO Zone 2,3348855,0.0039,1,1,00
France Fixed OLO Zone 2,3348841,0.0039,1,1,00
France Fixed OLO Zone 2,3348860,0.0039,1,1,00
France Fixed OLO Zone 2,3348815,0.0039,1,1,00
France Fixed OLO Zone 2,3348813,0.0039,1,1,00
France Fixed OLO Zone 2,3348795,0.0039,1,1,00
France Fixed OLO Zone 2,3350146,0.0039,1,1,00
France Fixed OLO Zone 2,3348793,0.0039,1,1,00
France Fixed OLO Zone 2,3348796,0.0039,1,1,00
France Fixed OLO Zone 2,3348797,0.0039,1,1,00
France Fixed OLO Zone 2,3348798,0.0039,1,1,00
France Fixed OLO Zone 2,3348814,0.0039,1,1,00
France Fixed OLO Zone 2,3348799,0.0039,1,1,00
France Fixed OLO Zone 2,3348803,0.0039,1,1,00
France Fixed OLO Zone 2,3348804,0.0039,1,1,00
France Fixed OLO Zone 2,3348805,0.0039,1,1,00
France Fixed OLO Zone 2,3348807,0.0039,1,1,00
France Fixed OLO Zone 2,3348809,0.0039,1,1,00
France Fixed OLO Zone 2,3348810,0.0039,1,1,00
France Fixed OLO Zone 2,3348800,0.0039,1,1,00
France Fixed OLO Zone 2,3348924,0.0039,1,1,00
France Fixed OLO Zone 2,3348861,0.0039,1,1,00
France Fixed OLO Zone 2,3348863,0.0039,1,1,00
France Fixed OLO Zone 2,3348900,0.0039,1,1,00
France Fixed OLO Zone 2,3348902,0.0039,1,1,00
France Fixed OLO Zone 2,3348903,0.0039,1,1,00
France Fixed OLO Zone 2,3348905,0.0039,1,1,00
France Fixed OLO Zone 2,3348908,0.0039,1,1,00
France Fixed OLO Zone 2,3348909,0.0039,1,1,00
France Fixed OLO Zone 2,3348899,0.0039,1,1,00
France Fixed OLO Zone 2,3348910,0.0039,1,1,00
France Fixed OLO Zone 2,3348912,0.0039,1,1,00
France Fixed OLO Zone 2,3348914,0.0039,1,1,00
France Fixed OLO Zone 2,3348915,0.0039,1,1,00
France Fixed OLO Zone 2,3348918,0.0039,1,1,00
France Fixed OLO Zone 2,3348921,0.0039,1,1,00
France Fixed OLO Zone 2,3348922,0.0039,1,1,00
France Fixed OLO Zone 2,3348911,0.0039,1,1,00
France Fixed OLO Zone 2,3348862,0.0039,1,1,00
France Fixed OLO Zone 2,3348898,0.0039,1,1,00
France Fixed OLO Zone 2,3348896,0.0039,1,1,00
France Fixed OLO Zone 2,3348864,0.0039,1,1,00
France Fixed OLO Zone 2,3348865,0.0039,1,1,00
France Fixed OLO Zone 2,3348869,0.0039,1,1,00
France Fixed OLO Zone 2,3348870,0.0039,1,1,00
France Fixed OLO Zone 2,3348874,0.0039,1,1,00
France Fixed OLO Zone 2,3348875,0.0039,1,1,00
France Fixed OLO Zone 2,3348897,0.0039,1,1,00
France Fixed OLO Zone 2,3348876,0.0039,1,1,00
France Fixed OLO Zone 2,334888,0.0039,1,1,00
France Fixed OLO Zone 2,3348891,0.0039,1,1,00
France Fixed OLO Zone 2,3348892,0.0039,1,1,00
France Fixed OLO Zone 2,3348893,0.0039,1,1,00
France Fixed OLO Zone 2,3348894,0.0039,1,1,00
France Fixed OLO Zone 2,3348895,0.0039,1,1,00
France Fixed OLO Zone 2,3348879,0.0039,1,1,00
France Fixed OLO Zone 2,3350147,0.0039,1,1,00
France Fixed OLO Zone 2,3351767,0.0039,1,1,00
France Fixed OLO Zone 2,3350149,0.0039,1,1,00
France Fixed OLO Zone 2,3351663,0.0039,1,1,00
France Fixed OLO Zone 2,3351665,0.0039,1,1,00
France Fixed OLO Zone 2,335167,0.0039,1,1,00
France Fixed OLO Zone 2,335168,0.0039,1,1,00
France Fixed OLO Zone 2,335170,0.0039,1,1,00
France Fixed OLO Zone 2,335171,0.0039,1,1,00
France Fixed OLO Zone 2,3351657,0.0039,1,1,00
France Fixed OLO Zone 2,335172,0.0039,1,1,00
France Fixed OLO Zone 2,3351731,0.0039,1,1,00
France Fixed OLO Zone 2,3351732,0.0039,1,1,00
France Fixed OLO Zone 2,3351733,0.0039,1,1,00
France Fixed OLO Zone 2,3351734,0.0039,1,1,00
France Fixed OLO Zone 2,3351735,0.0039,1,1,00
France Fixed OLO Zone 2,3351736,0.0039,1,1,00
France Fixed OLO Zone 2,3351730,0.0039,1,1,00
France Fixed OLO Zone 2,3351740,0.0039,1,1,00
France Fixed OLO Zone 2,3351652,0.0039,1,1,00
France Fixed OLO Zone 2,3351649,0.0039,1,1,00
France Fixed OLO Zone 2,335162,0.0039,1,1,00
France Fixed OLO Zone 2,3351631,0.0039,1,1,00
France Fixed OLO Zone 2,3351632,0.0039,1,1,00
France Fixed OLO Zone 2,3351634,0.0039,1,1,00
France Fixed OLO Zone 2,3351635,0.0039,1,1,00
France Fixed OLO Zone 2,3351636,0.0039,1,1,00
France Fixed OLO Zone 2,3351651,0.0039,1,1,00
France Fixed OLO Zone 2,3351637,0.0039,1,1,00
France Fixed OLO Zone 2,3351639,0.0039,1,1,00
France Fixed OLO Zone 2,3351641,0.0039,1,1,00
France Fixed OLO Zone 2,3351644,0.0039,1,1,00
France Fixed OLO Zone 2,3351645,0.0039,1,1,00
France Fixed OLO Zone 2,3351646,0.0039,1,1,00
France Fixed OLO Zone 2,3351648,0.0039,1,1,00
France Fixed OLO Zone 2,3351638,0.0039,1,1,00
France Fixed OLO Zone 2,3351619,0.0039,1,1,00
France Fixed OLO Zone 2,3351741,0.0039,1,1,00
France Fixed OLO Zone 2,3351743,0.0039,1,1,00
France Fixed OLO Zone 2,3351774,0.0039,1,1,00
France Fixed OLO Zone 2,3351775,0.0039,1,1,00
France Fixed OLO Zone 2,3351776,0.0039,1,1,00
France Fixed OLO Zone 2,3351777,0.0039,1,1,00
France Fixed OLO Zone 2,3351778,0.0039,1,1,00
France Fixed OLO Zone 2,3351779,0.0039,1,1,00
France Fixed OLO Zone 2,3351773,0.0039,1,1,00
France Fixed OLO Zone 2,3351781,0.0039,1,1,00
France Fixed OLO Zone 2,3351783,0.0039,1,1,00
France Fixed OLO Zone 2,3351784,0.0039,1,1,00
France Fixed OLO Zone 2,3351785,0.0039,1,1,00
France Fixed OLO Zone 2,3351788,0.0039,1,1,00
France Fixed OLO Zone 2,3348792,0.0039,1,1,00
France Fixed OLO Zone 2,3351789,0.0039,1,1,00
France Fixed OLO Zone 2,3351782,0.0039,1,1,00
